ChEMBL_ID,Name,SMILES,pChEMBL_value,activity_type,source
CHEMBL5185670,Unknown,CC(C)(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.8,IC50,SARS-CoV-2_Mpro
CHEMBL5169820,Unknown,CC(C)[C@](C)(NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.11,IC50,SARS-CoV-2_Mpro
CHEMBL5204033,Unknown,CC(C)(C)C[C@H](NC(=O)C(C)(C)NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.31,IC50,SARS-CoV-2_Mpro
CHEMBL5199403,Unknown,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)C1(NC(=O)OCc2ccccc2)CC1,6.46,IC50,SARS-CoV-2_Mpro
CHEMBL5208464,Unknown,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C1CC1,8.08,IC50,SARS-CoV-2_Mpro
CHEMBL5193629,Unknown,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1cccc(Cl)c1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.19,IC50,SARS-CoV-2_Mpro
CHEMBL5173899,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1cccc(Cl)c1)[C@@H](C)OC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.28,IC50,SARS-CoV-2_Mpro
CHEMBL5177381,Unknown,CC(C)[C@H](NC(=O)OCc1cccc(Cl)c1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.8,IC50,SARS-CoV-2_Mpro
CHEMBL5203726,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cc2ccccc2[nH]1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.28,IC50,SARS-CoV-2_Mpro
CHEMBL5201264,Unknown,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@H]1CCNC1=O)C2(C)C,7.18,IC50,SARS-CoV-2_Mpro
CHEMBL5205992,Unknown,CC(C)C[C@@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],7.52,IC50,SARS-CoV-2_Mpro
CHEMBL5171771,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,8.07,IC50,SARS-CoV-2_Mpro
CHEMBL5183770,Unknown,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.82,IC50,SARS-CoV-2_Mpro
CHEMBL5202077,Unknown,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.48,IC50,SARS-CoV-2_Mpro
CHEMBL5178763,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)[C@@H](C)OC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.22,IC50,SARS-CoV-2_Mpro
CHEMBL5203900,Unknown,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.33,IC50,SARS-CoV-2_Mpro
CHEMBL5196043,Unknown,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,8.03,IC50,SARS-CoV-2_Mpro
CHEMBL5180793,Unknown,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(N)=O)C2(C)C)C(C)(C)C,7.4,IC50,SARS-CoV-2_Mpro
CHEMBL5175509,Unknown,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NC1CC1)C2(C)C)C(C)(C)C,6.44,IC50,SARS-CoV-2_Mpro
CHEMBL5203173,Unknown,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NCC1CC1)C2(C)C)C(C)(C)C,6.21,IC50,SARS-CoV-2_Mpro
CHEMBL5203431,Unknown,CCNC(=O)C(=O)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C)C2(C)C,7.12,IC50,SARS-CoV-2_Mpro
CHEMBL5179663,Unknown,CCCCNC(=O)C(=O)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C)C2(C)C,6.43,IC50,SARS-CoV-2_Mpro
CHEMBL5170923,Unknown,CCCCCCNC(=O)C(=O)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C)C2(C)C,6.14,IC50,SARS-CoV-2_Mpro
CHEMBL5200532,Unknown,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NCc1ccccc1)C2(C)C)C(C)(C)C,6.92,IC50,SARS-CoV-2_Mpro
CHEMBL5197166,Unknown,CC(C)(C)NC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C(C)(C)C,7.64,IC50,SARS-CoV-2_Mpro
CHEMBL5206924,Unknown,CC(C)(C)C[C@H](NC(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.77,IC50,SARS-CoV-2_Mpro
CHEMBL5182608,Unknown,CC(C)(C)NC(=O)N[C@H](C(=O)N[C@@H](CC1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C(C)(C)C,7.58,IC50,SARS-CoV-2_Mpro
CHEMBL5206180,Unknown,CC(C)(C)CC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,6.75,IC50,SARS-CoV-2_Mpro
CHEMBL5204666,Unknown,CC(C)(C)CC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(N)=O)C2(C)C)C(C)(C)C,6.82,IC50,SARS-CoV-2_Mpro
CHEMBL5184261,Unknown,CC(C)CC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,7.66,IC50,SARS-CoV-2_Mpro
CHEMBL5187437,Unknown,CC(C)(C)OC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,7.35,IC50,SARS-CoV-2_Mpro
CHEMBL5183731,Unknown,CC(C)(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C,7.23,IC50,SARS-CoV-2_Mpro
CHEMBL5207867,Unknown,C[C@@H](OC(C)(C)C)[C@H](NC(=O)NC(C)(C)C)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.01,IC50,SARS-CoV-2_Mpro
CHEMBL5176816,Unknown,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C,6.92,IC50,SARS-CoV-2_Mpro
CHEMBL5176204,Unknown,CC(C)(C)CC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,6.14,IC50,SARS-CoV-2_Mpro
CHEMBL5205883,Unknown,N=C(N)Nc1ccc2c(c1)B(O)OC2,5.0,IC50,SARS-CoV-2_Mpro
CHEMBL5198559,Unknown,N=C(N)Nc1ccc(C(=O)Nc2ccc3c(c2)B(O)OC3)cc1,4.86,IC50,SARS-CoV-2_Mpro
CHEMBL5199388,Unknown,O=C(Nc1ccc2c(c1)B(O)OC2)c1cccc(OCc2ccccc2)c1,5.21,IC50,SARS-CoV-2_Mpro
CHEMBL5181062,Unknown,O=C(Nc1ccc2c(c1)B(O)OC2)c1cccc(NCc2ccccc2)c1,4.25,IC50,SARS-CoV-2_Mpro
CHEMBL5200317,Unknown,O=C(Nc1cccc(C(=O)Nc2ccc3c(c2)B(O)OC3)c1)c1ccccc1,4.28,IC50,SARS-CoV-2_Mpro
CHEMBL468553,Unknown,O=C(Oc1cncc(Cl)c1)c1cccs1,5.77,IC50,SARS-CoV-2_Mpro
CHEMBL5187156,Unknown,O=C(Nc1ccc2c(c1)B(O)OC2)c1cccc(OCc2ccccc2)n1,4.42,IC50,SARS-CoV-2_Mpro
CHEMBL5188282,Unknown,Cc1cccc(COc2cccc(C(=O)Nc3ccc4c(c3)B(O)OC4)c2)c1,4.22,IC50,SARS-CoV-2_Mpro
CHEMBL5189793,Unknown,CC(C)=CCc1cc(/C=C2\OC(=O)C(c3cc4c(cc3O)OC(C)(C)CC4)=C2O)ccc1O,4.99,IC50,SARS-CoV-2_Mpro
CHEMBL5186663,Unknown,CC(C)(O)C1Cc2cc(/C=C3\OC(=O)C(c4cc5c(cc4O)OC(C)(C)C(O)C5)=C3O)ccc2O1,5.03,IC50,SARS-CoV-2_Mpro
CHEMBL5196901,Unknown,CC(C)=CCc1cc(/C=C2\OC(=O)C(c3cc(CCC(C)(C)O)c(O)cc3O)=C2O)ccc1O,5.11,IC50,SARS-CoV-2_Mpro
CHEMBL5207375,Unknown,CC(C)=CCC/C(C)=C/CC[C@]1(C)C=Cc2c(C=O)c(O)c(C)c(O)c2O1,4.68,IC50,SARS-CoV-2_Mpro
CHEMBL5208498,Unknown,Cn1cnc(Cn2c(=O)nc(Nc3cc4c(F)n(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,7.72,IC50,SARS-CoV-2_Mpro
CHEMBL5194350,Unknown,CCn1cc2cc(Nc3nc(=O)n(Cc4ncn(C)n4)c(=O)n3Cc3cc(F)c(F)cc3F)c(Cl)cc2n1,7.85,IC50,SARS-CoV-2_Mpro
CHEMBL5201925,Unknown,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(CC(F)F)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,8.05,IC50,SARS-CoV-2_Mpro
CHEMBL5188818,Unknown,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(Cl)c(F)cc3F)c2=O)n1,8.3,IC50,SARS-CoV-2_Mpro
CHEMBL5207127,Unknown,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)c(F)c3)c2=O)n1,8.0,IC50,SARS-CoV-2_Mpro
CHEMBL5185732,Unknown,Cn1cnc(Cn2c(=O)nc(NC3=CC4CCOC4C=C3Cl)n(Cc3cc(F)c(F)c(F)c3)c2=O)n1,7.82,IC50,SARS-CoV-2_Mpro
CHEMBL5206128,Unknown,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(Cl)c(F)c(Cl)c3)c2=O)n1,8.3,IC50,SARS-CoV-2_Mpro
CHEMBL5192777,Unknown,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)c(F)c3F)c2=O)n1,8.0,IC50,SARS-CoV-2_Mpro
CHEMBL5203920,Unknown,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cccc4ccccc34)c2=O)n1,6.11,IC50,SARS-CoV-2_Mpro
CHEMBL5177083,Unknown,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)c(F)c3)c2=O)c1,8.22,IC50,SARS-CoV-2_Mpro
CHEMBL5197155,Unknown,Cn1cc2cc(Nc3nc(=O)n(Cc4cc5ccsc5[nH]c4=O)c(=O)n3Cc3cc(F)c(F)c(F)c3)c(Cl)cc2n1,8.4,IC50,SARS-CoV-2_Mpro
CHEMBL5187177,Unknown,Cc1cncc(-n2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)c(F)c3)c2=O)c1,7.85,IC50,SARS-CoV-2_Mpro
CHEMBL5195764,Unknown,Cc1cncc(-n2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(C#N)c(F)cc3C)c2=O)c1,8.7,IC50,SARS-CoV-2_Mpro
CHEMBL5200024,Unknown,Cn1cc2cc(Nc3nc(=O)n(-c4cncc5c4COC5)c(=O)n3Cc3cc(Cl)c(F)cc3F)c(Cl)cc2n1,7.92,IC50,SARS-CoV-2_Mpro
CHEMBL5196584,Unknown,Cc1cncc(-n2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)c1,8.05,IC50,SARS-CoV-2_Mpro
CHEMBL5188525,Unknown,Cn1cc2cc(Nc3nc(=O)n(-c4cncc(C(F)(F)F)c4)c(=O)n3Cc3cc(F)c(F)c(F)c3)c(Cl)cc2n1,6.44,IC50,SARS-CoV-2_Mpro
CHEMBL5192363,Unknown,Cn1cc2cc(Nc3nc(=O)n(Cc4cc(Cl)ccn4)c(=O)n3Cc3cc(F)c(F)cc3F)c(Cl)cc2n1,7.0,IC50,SARS-CoV-2_Mpro
CHEMBL5203047,Unknown,CCNC(=O)Cn1c(=O)nc(Nc2cc3cn(C)nc3cc2Cl)n(Cc2cc(F)c(F)c(F)c2)c1=O,6.85,IC50,SARS-CoV-2_Mpro
CHEMBL5208006,Unknown,Cc1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)nc1,6.58,IC50,SARS-CoV-2_Mpro
CHEMBL5185160,Unknown,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCCNC3=O)cc12,7.89,IC50,SARS-CoV-2_Mpro
CHEMBL5180730,Unknown,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCNC3=O)cc12,7.4,IC50,SARS-CoV-2_Mpro
CHEMBL4851462,Unknown,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)cc12,7.22,IC50,SARS-CoV-2_Mpro
CHEMBL5195798,Unknown,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)CO)cc12,7.71,IC50,SARS-CoV-2_Mpro
CHEMBL5189649,Unknown,CC(C)C[C@H](NC(=O)c1cc2c3c(ccc2[nH]1)CCO3)C(=O)N[C@H](C#N)C[C@@H]1CCCNC1=O,7.31,IC50,SARS-CoV-2_Mpro
CHEMBL5190756,Unknown,CC(C)C[C@H](NC(=O)c1cc2c(OC(F)(F)F)cccc2[nH]1)C(=O)N[C@H](C#N)C[C@@H]1CCCNC1=O,7.86,IC50,SARS-CoV-2_Mpro
CHEMBL5204224,Unknown,CCOc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCCNC3=O)cc12,7.62,IC50,SARS-CoV-2_Mpro
CHEMBL5208639,Unknown,COc1cc(Cl)cc2[nH]c(C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCCNC3=O)cc12,7.85,IC50,SARS-CoV-2_Mpro
CHEMBL5170425,Unknown,COc1cc(Cl)cc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCCNC3=O)cc12,8.04,IC50,SARS-CoV-2_Mpro
CHEMBL2316337,Unknown,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@H](C#N)CCC(N)=O,5.34,IC50,SARS-CoV-2_Mpro
CHEMBL5174083,Unknown,C#Cc1ccc2c(ccc3[n+]2C(OC)C[Se]3)c1,5.44,IC50,SARS-CoV-2_Mpro
CHEMBL50894,ALSTERPAULLONE,O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1,5.82,IC50,SARS-CoV-2_Mpro
CHEMBL296586,KENPAULLONE,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,5.82,IC50,SARS-CoV-2_Mpro
CHEMBL5173280,Unknown,C=C1CC[C@H]2[C@@](C)(CCC[C@]2(C)C(=O)O)[C@@H]1C/C=C(\C)[C@@H]1CCc2c(O)c(CC3C(=O)C(C(C)=O)=C(O)C(C)(C)C3O)c(O)c(C(=O)CCC)c2O1,5.25,IC50,SARS-CoV-2_Mpro
CHEMBL5171650,Unknown,C=C1CC[C@H]2[C@@](C)(CCC[C@]2(C)C(=O)O)[C@@H]1C/C=C(\C)[C@H]1CCc2c(O)c(CC3C(=O)C(C(C)=O)=C(O)C(C)(C)C3O)c(O)c(C(=O)CCC)c2O1,5.25,IC50,SARS-CoV-2_Mpro
CHEMBL4175014,Unknown,CCCOc1ccc(-c2cc(OCCN3CCc4cc(OC)c(OC)cc4C3)c3c(OC)cc(OC)cc3n2)cc1,6.38,IC50,SARS-CoV-2_Mpro
CHEMBL5181347,Unknown,CCCOc1ccc(-c2cc(OCCN3CCCCC3)c3c(OC)ccc(OC)c3n2)cc1,5.85,IC50,SARS-CoV-2_Mpro
CHEMBL1595621,Unknown,C=CCn1c(S)nnc1CSc1ccccc1[N+](=O)[O-],7.34,IC50,SARS-CoV-2_Mpro
CHEMBL5174530,Unknown,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(Cc1cc[nH]n1)C(=O)CCl,7.47,IC50,SARS-CoV-2_Mpro
CHEMBL5184792,Unknown,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)CCl,8.1,IC50,SARS-CoV-2_Mpro
CHEMBL5193596,Unknown,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(CCC(N)=O)C(=O)CBr,6.27,IC50,SARS-CoV-2_Mpro
CHEMBL5176036,Unknown,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(Cc1c[nH]cn1)C(=O)CCl,7.06,IC50,SARS-CoV-2_Mpro
CHEMBL5173143,Unknown,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(CC1CCCNC1=O)C(=O)CCl,8.3,IC50,SARS-CoV-2_Mpro
CHEMBL5184210,Unknown,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(CC1CCNC1=O)C(=O)CCl,7.77,IC50,SARS-CoV-2_Mpro
CHEMBL5189591,Unknown,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(CCC(N)=O)C(=O)CCl,7.77,IC50,SARS-CoV-2_Mpro
CHEMBL5182294,Unknown,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)CF,5.92,IC50,SARS-CoV-2_Mpro
CHEMBL5180774,Unknown,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)[C@@H](F)Cl,7.28,IC50,SARS-CoV-2_Mpro
CHEMBL5169690,Unknown,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)[C@H](F)Cl,8.7,IC50,SARS-CoV-2_Mpro
CHEMBL5179702,Unknown,CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NN(CCC(N)=O)C(=O)CCl,8.15,IC50,SARS-CoV-2_Mpro
CHEMBL5182106,Unknown,CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NN(C[C@@H]1CCNC1=O)C(=O)CCl,8.4,IC50,SARS-CoV-2_Mpro
CHEMBL5205478,Unknown,CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NN(C[C@H]1CCNC1=O)C(=O)CCl,8.52,IC50,SARS-CoV-2_Mpro
CHEMBL5198234,Unknown,CC(C)C[C@H](NC(=O)c1cc2cnccc2[nH]1)C(=O)NN(CCC(N)=O)C(=O)CCl,7.85,IC50,SARS-CoV-2_Mpro
CHEMBL5208244,Unknown,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)c1cc2ccccc2[nH]1)C(=O)CCl,8.7,IC50,SARS-CoV-2_Mpro
CHEMBL5186059,Unknown,Cc1cc(C(=O)N[C@@H](CC2CCCCC2)C(=O)NN(CCC(N)=O)C(=O)CCl)no1,8.4,IC50,SARS-CoV-2_Mpro
CHEMBL5204130,Unknown,O=C(Sc1nncs1)c1cc2ccccc2[nH]1,7.13,Ki,SARS-CoV-2_Mpro
CHEMBL5184334,Unknown,Cc1nnc(SC(=O)c2cc3ccccc3[nH]2)s1,6.21,IC50,SARS-CoV-2_Mpro
CHEMBL5189565,Unknown,Cc1nnc(SC(=O)c2cccc3[nH]ccc23)s1,7.22,IC50,SARS-CoV-2_Mpro
CHEMBL5173920,Unknown,Cc1nnc(SC(=O)c2ccc3[nH]ccc3c2)s1,7.14,IC50,SARS-CoV-2_Mpro
CHEMBL5188939,Unknown,Cc1nnc(SC(=O)c2ccc3cc[nH]c3c2)s1,7.26,IC50,SARS-CoV-2_Mpro
CHEMBL5199191,Unknown,Cc1nnc(SC(=O)c2cccc3cc[nH]c23)s1,6.8,IC50,SARS-CoV-2_Mpro
CHEMBL5199531,Unknown,Cc1nnc(SC(=O)c2cc3ccccc3n2C)s1,6.53,Ki,SARS-CoV-2_Mpro
CHEMBL5204452,Unknown,CSc1nnc(SC(=O)c2cc3ccccc3[nH]2)s1,7.37,Ki,SARS-CoV-2_Mpro
CHEMBL5204064,Unknown,COc1nnc(SC(=O)c2cc3ccccc3[nH]2)s1,7.07,Ki,SARS-CoV-2_Mpro
CHEMBL5207613,Unknown,Cc1nnc(SC(=O)c2cc3ccccc3[nH]2)o1,6.92,Ki,SARS-CoV-2_Mpro
CHEMBL5202104,Unknown,Cc1nnc(SC(=O)c2cc3ccccc3[nH]2)n1C(=O)c1cc2ccccc2[nH]1,7.11,Ki,SARS-CoV-2_Mpro
CHEMBL5189863,Unknown,Cc1nnc(SC(=O)c2cc3ccccc3o2)s1,7.45,Ki,SARS-CoV-2_Mpro
CHEMBL5174547,Unknown,Cc1nnc(SC(=O)c2ccc(Br)o2)s1,6.32,IC50,SARS-CoV-2_Mpro
CHEMBL4855437,Unknown,Cc1nnc(SC(=O)c2ccc(-c3ccccc3)o2)s1,7.46,IC50,SARS-CoV-2_Mpro
CHEMBL5207392,Unknown,Cc1nnc(SC(=O)c2ccc(C#Cc3ccccc3)o2)s1,7.46,Ki,SARS-CoV-2_Mpro
CHEMBL5192027,Unknown,Cc1nnc(SC(=O)c2ccc(-c3ccccc3)[nH]2)s1,6.63,IC50,SARS-CoV-2_Mpro
CHEMBL5191017,Unknown,Cc1nnc(SC(=O)c2ccc3ccccc3c2)s1,7.68,Ki,SARS-CoV-2_Mpro
CHEMBL5169323,Unknown,O=C(Sc1ncccn1)c1cc2ccccc2[nH]1,7.94,IC50,SARS-CoV-2_Mpro
CHEMBL5207081,Unknown,Cc1ccnc(SC(=O)c2cc3ccccc3[nH]2)n1,7.48,Ki,SARS-CoV-2_Mpro
CHEMBL5192248,Unknown,Cc1cc(C)nc(SC(=O)c2cc3ccccc3[nH]2)n1,6.11,Ki,SARS-CoV-2_Mpro
CHEMBL5177782,Unknown,O=C(Sc1ncccn1)c1ccc(-c2ccccc2)o1,7.74,IC50,SARS-CoV-2_Mpro
CHEMBL5169680,Unknown,Cc1cc(C)nc(SC(=O)c2ccc(C#Cc3ccccc3)o2)n1,6.54,IC50,SARS-CoV-2_Mpro
CHEMBL5204680,Unknown,O=C(Sc1ncccn1)c1cc2ccccc2s1,7.81,IC50,SARS-CoV-2_Mpro
CHEMBL5186338,Unknown,O=C(Sc1ncccn1)c1ccc(-c2ccccc2)s1,7.86,IC50,SARS-CoV-2_Mpro
CHEMBL5208709,Unknown,O=C(Sc1ncccn1)c1ccc(-c2ccc(Br)cc2)s1,7.84,IC50,SARS-CoV-2_Mpro
CHEMBL5184362,Unknown,O=C(Sc1ncccn1)c1ccc2ccccc2n1,7.69,IC50,SARS-CoV-2_Mpro
CHEMBL5178465,Unknown,COc1ccc2cc([C@H](C)C(=O)Sc3ncccn3)ccc2c1,7.68,Ki,SARS-CoV-2_Mpro
