ChEMBL_ID,Name,SMILES,pChEMBL_value,activity_type,source
CHEMBL5185801,Unknown,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1nc3ccccc3s1)C2(C)C,7.57,IC50,SARS-CoV-2_Mpro
CHEMBL517080,WITHAFERIN A,CC1=C(CO)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@]23C)C1,6.27,IC50,SARS-CoV-2_Mpro
CHEMBL516703,WITHANONE,CC1=C(C)C(=O)O[C@@H]([C@@H](C)[C@@]2(O)CC[C@H]3[C@@H]4[C@@H]5O[C@@H]5[C@@]5(O)CC=CC(=O)[C@]5(C)[C@H]4CC[C@@]32C)C1,5.75,IC50,SARS-CoV-2_Mpro
CHEMBL5198897,Unknown,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1cc(Cl)cc(Cl)c1,6.72,IC50,SARS-CoV-2_Mpro
CHEMBL1703831,Unknown,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1ccccc1,6.72,IC50,SARS-CoV-2_Mpro
CHEMBL5176190,Unknown,O=C(Cn1sc2cc(F)ccc2c1=O)NC1CCCCC1,6.8,IC50,SARS-CoV-2_Mpro
CHEMBL5172482,Unknown,O=C(Cn1sc2cc(F)ccc2c1=O)NC1CCCC1,6.4,IC50,SARS-CoV-2_Mpro
CHEMBL5207227,Unknown,CCNC(=O)Cn1sc2cc(F)ccc2c1=O,6.42,IC50,SARS-CoV-2_Mpro
CHEMBL5188739,Unknown,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1ccccc1Cl,6.72,IC50,SARS-CoV-2_Mpro
CHEMBL5176486,Unknown,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1cccc(Cl)c1,6.85,IC50,SARS-CoV-2_Mpro
CHEMBL5178149,Unknown,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1ccc(Cl)cc1,6.82,IC50,SARS-CoV-2_Mpro
CHEMBL5170578,Unknown,COc1ccccc1NC(=O)Cn1sc2cc(F)ccc2c1=O,6.75,IC50,SARS-CoV-2_Mpro
CHEMBL5201817,Unknown,COc1cccc(NC(=O)Cn2sc3cc(F)ccc3c2=O)c1,6.82,IC50,SARS-CoV-2_Mpro
CHEMBL5177648,Unknown,COc1ccc(NC(=O)Cn2sc3cc(F)ccc3c2=O)cc1,6.52,IC50,SARS-CoV-2_Mpro
CHEMBL5200414,Unknown,COc1cc(NC(=O)Cn2sc3cc(F)ccc3c2=O)cc(OC)c1,6.92,IC50,SARS-CoV-2_Mpro
CHEMBL5175672,Unknown,CC(C)(C)c1ccc(NC(=O)Cn2sc3cc(F)ccc3c2=O)cc1,6.51,IC50,SARS-CoV-2_Mpro
CHEMBL5177146,Unknown,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1ccccc1C(F)(F)F,6.47,IC50,SARS-CoV-2_Mpro
CHEMBL5204604,Unknown,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1cccc(C(F)(F)F)c1,6.6,IC50,SARS-CoV-2_Mpro
CHEMBL5191265,Unknown,O=C(Cn1sc2cc(F)ccc2c1=O)Nc1ccc(C(F)(F)F)cc1,6.68,IC50,SARS-CoV-2_Mpro
CHEMBL1532997,Unknown,O=c1[nH]sc2cc(F)ccc12,5.64,IC50,SARS-CoV-2_Mpro
CHEMBL5183334,Unknown,CC(C)(C)OC(=O)Cn1sc2cc(F)ccc2c1=O,6.66,IC50,SARS-CoV-2_Mpro
CHEMBL5170392,Unknown,O=C(O)Cn1sc2cc(F)ccc2c1=O,5.8,IC50,SARS-CoV-2_Mpro
CHEMBL5173090,Unknown,O=C(Cn1sc2cc(F)ccc2c1=O)NCc1ccccc1,6.64,IC50,SARS-CoV-2_Mpro
CHEMBL5204705,Unknown,O=C(Cn1sc2cc(F)ccc2c1=O)NCCc1ccccc1,6.41,IC50,SARS-CoV-2_Mpro
CHEMBL5190812,Unknown,O=C(Nc1ccccc1)n1sc2cc(F)ccc2c1=O,6.17,IC50,SARS-CoV-2_Mpro
CHEMBL5198660,Unknown,CC(=O)NCn1sc2cc(F)ccc2c1=O,6.6,IC50,SARS-CoV-2_Mpro
CHEMBL5198161,Unknown,O=c1c2ccc(F)cc2sn1CCCc1ccccc1,6.27,IC50,SARS-CoV-2_Mpro
CHEMBL1709906,Unknown,O=C(Cn1sc2ccccc2c1=O)Nc1ccccc1,6.78,IC50,SARS-CoV-2_Mpro
CHEMBL5189273,Unknown,O=C(Cn1sc2cccc(F)c2c1=O)Nc1ccccc1,6.93,IC50,SARS-CoV-2_Mpro
CHEMBL5182841,Unknown,O=C(Cn1sc2ccc(F)cc2c1=O)Nc1ccccc1,6.54,IC50,SARS-CoV-2_Mpro
CHEMBL5201634,Unknown,O=C(Cn1sc2c(F)cccc2c1=O)Nc1ccccc1,6.48,IC50,SARS-CoV-2_Mpro
CHEMBL5199130,Unknown,COc1cccc2sn(CC(=O)Nc3ccccc3)c(=O)c12,6.48,IC50,SARS-CoV-2_Mpro
CHEMBL5186395,Unknown,COc1ccc2sn(CC(=O)Nc3ccccc3)c(=O)c2c1,6.82,IC50,SARS-CoV-2_Mpro
CHEMBL5188666,Unknown,COc1ccc2c(=O)n(CC(=O)Nc3ccccc3)sc2c1,6.54,IC50,SARS-CoV-2_Mpro
CHEMBL5182008,Unknown,O=C(Cn1sc2cccc(C(F)(F)F)c2c1=O)Nc1ccccc1,6.65,IC50,SARS-CoV-2_Mpro
CHEMBL5187129,Unknown,O=C(Cn1sc2ccc(C(F)(F)F)cc2c1=O)Nc1ccccc1,6.41,IC50,SARS-CoV-2_Mpro
CHEMBL5191848,Unknown,O=C(Cn1sc2cc(C(F)(F)F)ccc2c1=O)Nc1ccccc1,6.28,IC50,SARS-CoV-2_Mpro
CHEMBL5177329,Unknown,Nc1cccc2sn(CC(=O)Nc3ccccc3)c(=O)c12,5.75,IC50,SARS-CoV-2_Mpro
CHEMBL5175153,Unknown,Nc1ccc2sn(CC(=O)Nc3ccccc3)c(=O)c2c1,6.38,IC50,SARS-CoV-2_Mpro
CHEMBL5191706,Unknown,Nc1ccc2c(=O)n(CC(=O)Nc3ccccc3)sc2c1,6.35,IC50,SARS-CoV-2_Mpro
CHEMBL5187806,Unknown,Nc1cccc2c(=O)n(CC(=O)Nc3ccccc3)sc12,4.96,IC50,SARS-CoV-2_Mpro
CHEMBL5179454,Unknown,O=c1c2ccccc2sn1Cc1ccco1,6.31,IC50,SARS-CoV-2_Mpro
CHEMBL33778,ANACARDIC ACID,CCCCCCCCCCCCCCCc1cccc(O)c1C(=O)O,5.17,IC50,SARS-CoV-2_Mpro
CHEMBL5172191,Unknown,CC(=O)Cc1cc(=O)c2c(C)cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2o1,4.41,IC50,SARS-CoV-2_Mpro
CHEMBL5171569,Unknown,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNCc2ccc3ccccc3c2)[C@@H](O)[C@H]1O,5.02,IC50,SARS-CoV-2_Mpro
CHEMBL5172081,Unknown,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNC(=O)c2ccc3ccccc3c2)[C@@H](O)[C@H]1O,5.57,IC50,SARS-CoV-2_Mpro
CHEMBL5190048,Unknown,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc3ccccc3c2)[C@@H](O)[C@H]1O,7.21,IC50,SARS-CoV-2_Mpro
CHEMBL5172911,Unknown,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc3cccnc3c2)[C@@H](O)[C@H]1O,7.16,IC50,SARS-CoV-2_Mpro
CHEMBL5193934,Unknown,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc3nc(Cl)ccc3c2)[C@@H](O)[C@H]1O,6.36,IC50,SARS-CoV-2_Mpro
CHEMBL5178276,Unknown,CC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc3ccccc3c2)[C@@H](O)[C@H]1O,7.32,IC50,SARS-CoV-2_Mpro
CHEMBL5198248,Unknown,Nc1ncnn2c([C@@H]3O[C@H](CNS(=O)(=O)c4ccc5ccccc5c4)[C@@H](O)[C@H]3O)ccc12,7.03,IC50,SARS-CoV-2_Mpro
CHEMBL1214186,SINEFUNGIN,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C[C@@H](N)CC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,6.58,IC50,SARS-CoV-2_Mpro
CHEMBL5171211,Unknown,COc1cccc2[nH]c(C(=O)N3C[C@@H]4CCC[C@@H]4[C@H]3C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)CCl)cc12,7.0,IC50,SARS-CoV-2_Mpro
CHEMBL5184431,Unknown,COc1cccc2[nH]c(C(=O)N3C[C@@H]4CCC[C@@H]4[C@H]3C(=O)N[C@H](C#N)C[C@@H]3CCNC3=O)cc12,7.0,IC50,SARS-CoV-2_Mpro
CHEMBL5184551,Unknown,COc1cccc2[nH]c(C(=O)N3C[C@@H]4CCC[C@@H]4[C@H]3C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)CO)cc12,7.0,IC50,SARS-CoV-2_Mpro
CHEMBL5188495,Unknown,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C#N)C[C@@H]3CCNC3=O)N(C(=O)c3cc4c(OC(F)F)cccc4[nH]3)C[C@@H]21,7.0,IC50,SARS-CoV-2_Mpro
CHEMBL5170500,Unknown,CC(C)(C)OC(=O)Nc1cccn([C@@H](CC2CCCCC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O,5.62,IC50,SARS-CoV-2_Mpro
CHEMBL5190212,Unknown,O=C(NCc1cccs1)[C@@H]1CN(C(=O)C(F)(F)S(=O)(=O)F)CCN1c1ccc(Cl)c(Cl)c1,5.8,IC50,SARS-CoV-2_Mpro
CHEMBL5206532,Unknown,O=C(NCc1cccs1)[C@@H]1CN(C(=O)CCl)CCN1c1ccc(Cl)c(Cl)c1,6.75,IC50,SARS-CoV-2_Mpro
CHEMBL5180502,Unknown,O=C(NCc1cccs1)[C@@H]1CN(C(=O)CBr)CCN1c1ccc(Cl)c(Cl)c1,6.51,IC50,SARS-CoV-2_Mpro
CHEMBL5193842,Unknown,C#CC(=O)N1CCN(c2ccc(Cl)c(Cl)c2)[C@H](C(=O)NCc2cccs2)C1,5.55,IC50,SARS-CoV-2_Mpro
CHEMBL5173274,Unknown,[2H][C@](C(=O)N[C@@H](C)c1ccc(F)cc1)(c1cccnc1)N(C(=O)C(C)=O)c1ccc2c(c1)oc1ccccc12,8.1,IC50,SARS-CoV-2_Mpro
CHEMBL2311694,Unknown,CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,7.16,Ki,SARS-CoV-2_Mpro
CHEMBL5206685,Unknown,Cl.O=C1C=C(Nc2ccccc2N2CCNCC2)C2=NS(=O)(=O)c3cccc1c32,6.92,IC50,SARS-CoV-2_Mpro
CHEMBL5184473,Unknown,O=C(/C=C/c1ccccc1)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CC1CCNC1=O)C(=O)C(=O)NCc1ccccc1,6.75,Ki,SARS-CoV-2_Mpro
CHEMBL5188743,Unknown,CC1=NC2C(=O)C(Nc3ccc(C)cc3)=CC(=O)C2S1,6.41,IC50,SARS-CoV-2_Mpro
CHEMBL5197203,Unknown,COC(=O)/C=C/C(=O)NNC(=O)/C=C/c1ccccc1C(=O)N[C@H](C)c1cccc2ccccc12,7.03,IC50,SARS-CoV-2_Mpro
CHEMBL5206501,Unknown,C[C@H](NC(=O)[C@@H](c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1)c1ccccc1,6.7,IC50,SARS-CoV-2_Mpro
CHEMBL5207542,Unknown,C[C@H](NC(=O)C(c1cnccn1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1)c1ccccc1,6.55,IC50,SARS-CoV-2_Mpro
CHEMBL5178131,Unknown,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(C2CCCCC2)cc1)c1ccccc1,6.29,IC50,SARS-CoV-2_Mpro
CHEMBL5169554,Unknown,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2cccs2)cc1)c1ccccc1,6.25,IC50,SARS-CoV-2_Mpro
CHEMBL5186431,Unknown,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1)c1ccccc1,6.18,IC50,SARS-CoV-2_Mpro
CHEMBL5201613,Unknown,C[C@H](NC(=O)C(c1cnccn1)N(C(=O)c1c[nH]cn1)c1ccc(-c2ccccc2)cc1)c1ccccc1,6.17,IC50,SARS-CoV-2_Mpro
CHEMBL5172431,Unknown,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccno1)c1ccc(C2CCCCC2)cc1)c1ccccc1,6.09,IC50,SARS-CoV-2_Mpro
CHEMBL5189062,Unknown,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-n2cccc2)cc1)c1ccccc1,6.03,IC50,SARS-CoV-2_Mpro
CHEMBL5208393,Unknown,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1c[nH]cn1)c1ccc(-c2ccccc2)cc1)c1ccccc1,6.02,IC50,SARS-CoV-2_Mpro
CHEMBL5179577,Unknown,O=C(NCCCc1ccccc1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1,5.98,IC50,SARS-CoV-2_Mpro
CHEMBL5204664,Unknown,O=C(NCC(c1ccccc1)c1ccccc1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1,5.83,IC50,SARS-CoV-2_Mpro
CHEMBL5175491,Unknown,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccn2)cc1)c1ccccc1,5.74,IC50,SARS-CoV-2_Mpro
CHEMBL5198265,Unknown,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc([Si](C)(C)C)cc1)c1ccccc1,5.71,IC50,SARS-CoV-2_Mpro
CHEMBL5195867,Unknown,CC(C)(C)CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1,5.67,IC50,SARS-CoV-2_Mpro
CHEMBL5180821,Unknown,CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NC2CCCCC2)c2cccnc2)cc1,5.62,IC50,SARS-CoV-2_Mpro
CHEMBL5196047,Unknown,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccno1)c1ccc(-c2ccccc2)cc1)c1ccccc1,5.61,IC50,SARS-CoV-2_Mpro
CHEMBL5193830,Unknown,CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NC2CCCC2)c2cccnc2)cc1,5.6,IC50,SARS-CoV-2_Mpro
CHEMBL5182370,Unknown,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccco2)cc1)c1ccccc1,5.59,IC50,SARS-CoV-2_Mpro
CHEMBL5176045,Unknown,O=C(NC1CCCCC1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1,5.57,IC50,SARS-CoV-2_Mpro
CHEMBL5193986,Unknown,CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NC2CC2)c2cccnc2)cc1,5.41,IC50,SARS-CoV-2_Mpro
CHEMBL5170916,Unknown,O=C(NC1CCCC1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1,5.39,IC50,SARS-CoV-2_Mpro
CHEMBL2311731,Unknown,CC(C)(C)NC(=O)C(c1cnccn1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,5.31,IC50,SARS-CoV-2_Mpro
CHEMBL5190815,Unknown,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1cnco1)c1ccc(-c2ccccc2)cc1)c1ccccc1,5.3,IC50,SARS-CoV-2_Mpro
CHEMBL5188059,Unknown,CC(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,5.27,IC50,SARS-CoV-2_Mpro
CHEMBL5171513,Unknown,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(N2CCCCC2)cc1)c1ccccc1,5.26,IC50,SARS-CoV-2_Mpro
CHEMBL5170231,Unknown,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1)c1ccccc1,5.24,IC50,SARS-CoV-2_Mpro
CHEMBL5179593,Unknown,O=C(NC1CCCCC1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)c1ccc(-c2ccccc2)cc1,5.24,IC50,SARS-CoV-2_Mpro
CHEMBL5171325,Unknown,O=C(NC1CCCC1)C(c1cccnc1)N(C(=O)c1cnc[nH]1)c1ccc(-c2ccccc2)cc1,5.14,IC50,SARS-CoV-2_Mpro
CHEMBL5171462,Unknown,COc1ccc(NC(=O)C(c2cccnc2)N(C(=O)c2ccco2)c2ccc(C(C)(C)C)cc2)cc1,5.13,IC50,SARS-CoV-2_Mpro
CHEMBL5188623,Unknown,CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)Nc2ccc(F)cc2)c2cccnc2)cc1,5.11,IC50,SARS-CoV-2_Mpro
CHEMBL5192910,Unknown,CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCn2nnc3ccccc32)c2cccnc2)cc1,5.09,IC50,SARS-CoV-2_Mpro
CHEMBL5176329,Unknown,O=C(NC1CC1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1,4.92,IC50,SARS-CoV-2_Mpro
CHEMBL5179427,Unknown,CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCc2ccccc2)c2cccnc2)cc1,4.88,IC50,SARS-CoV-2_Mpro
CHEMBL5170981,Unknown,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(OC(C)(C)C)cc1)c1ccccc1,4.66,IC50,SARS-CoV-2_Mpro
CHEMBL5195155,Unknown,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(Cc2ccccc2)cc1)c1ccccc1,4.46,IC50,SARS-CoV-2_Mpro
CHEMBL5179259,Unknown,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)C(C)(C)C)cc12,7.19,IC50,SARS-CoV-2_Mpro
CHEMBL5194822,Unknown,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)C(C)(C)C#N)cc12,7.66,IC50,SARS-CoV-2_Mpro
CHEMBL5198667,Unknown,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)C(C)(C)C(F)(F)F)cc12,7.7,IC50,SARS-CoV-2_Mpro
CHEMBL5206120,Unknown,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)C3(C)OCCCO3)cc12,7.9,IC50,SARS-CoV-2_Mpro
CHEMBL5190213,Unknown,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)C3(C(F)(F)F)CCCCC3)cc12,7.06,IC50,SARS-CoV-2_Mpro
CHEMBL5193390,Unknown,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3ccccc3)cc12,7.2,IC50,SARS-CoV-2_Mpro
CHEMBL5191464,Unknown,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3c(Cl)cccc3Cl)cc12,8.19,IC50,SARS-CoV-2_Mpro
CHEMBL5191092,Unknown,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3c(C(F)(F)F)cccc3C(F)(F)F)cc12,9.0,IC50,SARS-CoV-2_Mpro
CHEMBL5187784,Unknown,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3ccccn3)cc12,6.9,IC50,SARS-CoV-2_Mpro
CHEMBL5190876,Unknown,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3cccnc3)cc12,8.4,IC50,SARS-CoV-2_Mpro
CHEMBL5192585,Unknown,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3ccncc3)cc12,7.48,IC50,SARS-CoV-2_Mpro
CHEMBL5191060,Unknown,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3c(C)cc(C)nc3C)cc12,7.72,IC50,SARS-CoV-2_Mpro
CHEMBL5173658,Unknown,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3c(C(F)(F)F)cc(C)nc3C)cc12,7.85,IC50,SARS-CoV-2_Mpro
CHEMBL5171263,Unknown,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3c(C)nc(C)nc3C)cc12,7.66,IC50,SARS-CoV-2_Mpro
CHEMBL5195086,Unknown,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3c(C)nn(C)c3C)cc12,7.15,IC50,SARS-CoV-2_Mpro
CHEMBL5182169,Unknown,CC(=O)OCC(=O)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)OCc1cccc(Cl)c1,5.82,IC50,SARS-CoV-2_Mpro
CHEMBL5189954,Unknown,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)COC(=O)c3c(C(F)(F)F)cc(C)nc3C)cc12,7.77,IC50,SARS-CoV-2_Mpro
CHEMBL5200032,Unknown,CC(=O)OCC1Cc2c(-c3ccccn3)cccc2-c2c(O)ccc(C)c21,4.21,IC50,SARS-CoV-2_Mpro
CHEMBL5200159,Unknown,CCc1ccc(O)c2c1C(COC(C)=O)Cc1c(-c3ccccn3)cccc1-2,4.48,IC50,SARS-CoV-2_Mpro
CHEMBL5206974,Unknown,CC(=O)OCC1Cc2c(-c3ccccn3)cccc2-c2c(O)ccc(C(C)C)c21,4.53,IC50,SARS-CoV-2_Mpro
CHEMBL5187246,Unknown,CC(=O)OCC1Cc2c(-c3ccccn3)cccc2-c2c(O)ccc(C3CCCCC3)c21,5.04,IC50,SARS-CoV-2_Mpro
CHEMBL5203183,Unknown,CC(=O)OCC1Cc2c(-c3ccccn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,5.19,IC50,SARS-CoV-2_Mpro
CHEMBL5175215,Unknown,CC(=O)OCC1Cc2c(-c3ccccn3)cccc2-c2c(O)ccc(-c3ccc(C#N)cc3)c21,4.71,IC50,SARS-CoV-2_Mpro
CHEMBL5200309,Unknown,CC(=O)OCC1Cc2c(-c3ccccn3)cccc2-c2c(O)ccc(Cc3ccccc3)c21,4.94,IC50,SARS-CoV-2_Mpro
CHEMBL5205858,Unknown,CC(=O)OCC1Cc2c(-c3ccccn3)ccc(Cl)c2-c2c(O)ccc(C)c21,4.07,IC50,SARS-CoV-2_Mpro
CHEMBL5185504,Unknown,CC(=O)OCC1Cc2c(-c3ccccn3)cc(C)cc2-c2c(O)ccc(C)c21,4.24,IC50,SARS-CoV-2_Mpro
CHEMBL5199771,Unknown,CC(=O)OCC1Cc2c(ccc(C)c2-c2ccccn2)-c2c(O)ccc(C)c21,4.27,IC50,SARS-CoV-2_Mpro
CHEMBL5204406,Unknown,CC(=O)OCC1Cc2c(-c3ncccc3C)cccc2-c2c(O)ccc(C)c21,4.23,IC50,SARS-CoV-2_Mpro
CHEMBL5186504,Unknown,CC(=O)OCC1Cc2c(-c3cc(C)ccn3)cccc2-c2c(O)ccc(C)c21,4.17,IC50,SARS-CoV-2_Mpro
CHEMBL5203894,Unknown,CC(=O)OCC1Cc2c(-c3cc(-c4ccccc4)ccn3)cccc2-c2c(O)ccc(C)c21,5.25,IC50,SARS-CoV-2_Mpro
CHEMBL5193737,Unknown,CC(=O)OCC1Cc2c(-c3ccc(F)cn3)cccc2-c2c(O)ccc(C)c21,4.17,IC50,SARS-CoV-2_Mpro
CHEMBL5174450,Unknown,CC(=O)OCC1Cc2c(-c3ccc(Cl)cn3)cccc2-c2c(O)ccc(C)c21,4.45,IC50,SARS-CoV-2_Mpro
